date,period,word_count,sentiment,relationships_count,work_projects_count,self_reflection_count,emotional_struggle_count,achievement_count
2017-12-23,pre_graduation,582,0.1720407647907648,1,0,3,1,3
2017-12-23,pre_graduation,499,0.04696419399809229,0,0,1,1,0
2017-12-23,pre_graduation,1637,0.20622148589614336,2,6,3,3,3
2017-12-30,pre_graduation,1217,0.12817590485116254,2,5,3,2,1
2017-12-31,pre_graduation,921,0.20768601190476194,0,1,4,2,1
2017-12-31,pre_graduation,505,0.12093051506316813,1,0,0,1,1
2018-01-01,pre_graduation,396,0.18888464476699768,1,0,3,0,0
2018-01-21,pre_graduation,724,0.05458172458172459,1,1,2,1,0
2018-01-31,pre_graduation,4312,0.07964639371240494,6,5,6,2,2
2018-02-11,pre_graduation,824,-0.03715639641565567,0,1,3,2,0
2018-02-22,pre_graduation,1877,0.053323075261850754,1,3,4,3,1
2018-03-03,pre_graduation,2668,-0.01710995004062232,2,5,6,2,2
2018-03-29,pre_graduation,860,0.07727060521178168,1,1,2,0,1
2018-03-31,pre_graduation,290,0.19657554379776604,1,1,1,0,1
2018-04-17,pre_graduation,5410,0.08362615239698575,4,5,8,4,4
2018-04-24,pre_graduation,754,0.05581226342095907,2,2,5,0,1
2018-05-04,pre_graduation,4540,-0.055325364515925124,6,4,5,2,5
2018-11-18,post_graduation,1524,0.06981049332611834,1,5,5,1,4
2018-11-20,post_graduation,2539,-0.014316403957552274,5,5,6,1,3
2021-02-24,post_graduation,163,0.09218253968253969,0,0,1,0,0
2021-02-24,post_graduation,7818,0.07332014323512161,10,5,7,5,4
2021-03-06,post_graduation,4234,0.11857985126304095,7,1,5,2,3
2021-03-23,post_graduation,2876,-0.04498946998946998,5,4,5,4,2
2021-04-14,post_graduation,3350,0.07023270462320041,4,6,6,2,4
2021-04-16,post_graduation,3833,0.09904255058666822,5,5,8,3,2
2021-05-11,post_graduation,3857,0.04269492236158902,7,5,7,5,4
2018-04-17,pre_graduation,5198,0.09666101588865818,4,5,8,4,4
2021-02-24,post_graduation,155,0.1075850340136054,1,0,1,0,0
2021-02-24,post_graduation,7646,0.07636988645369537,10,5,7,5,4
2021-03-06,post_graduation,4095,0.11950585862662134,7,1,5,2,3
2021-03-23,post_graduation,2976,-0.029396645021645035,5,4,5,4,2
2021-04-14,post_graduation,3251,0.07255435781369383,4,6,6,2,4
2021-04-16,post_graduation,3658,0.10921563711977247,5,5,8,3,2
2021-04-20,post_graduation,3721,0.05401291472465849,7,5,8,5,4
2021-04-27,post_graduation,8966,0.1376275687042494,6,10,9,4,5
2021-04-29,post_graduation,4879,0.10767541231524286,3,8,8,3,2
2021-05-13,post_graduation,989,-0.02829828901257473,3,0,4,5,0
2021-05-15,post_graduation,1927,0.05820335604989072,3,4,5,5,1
2021-05-28,post_graduation,1214,-0.18157738095238093,0,3,5,5,0
2021-06-01,post_graduation,4371,0.100417787917788,4,5,5,3,2
2021-06-22,post_graduation,260,0.05054945054945054,2,0,1,2,0
2021-09-06,post_graduation,1527,0.013993506493506495,2,2,4,2,1
2021-09-18,post_graduation,10973,0.17698487739995397,2,4,6,1,5
2021-09-26,post_graduation,993,0.12325628815628809,0,2,2,2,0
2021-10-01,post_graduation,78,0.474025974025974,1,0,1,1,1
2021-10-01,post_graduation,31,0.2119047619047619,0,0,0,0,0
2021-10-01,post_graduation,112,0.26818181818181813,0,0,0,0,1
2021-10-01,post_graduation,56,0.21302910052910048,0,0,0,0,0
2021-10-04,post_graduation,116,0.08186813186813188,0,0,0,0,1
2021-10-08,post_graduation,230,-0.11633953168044077,0,1,0,0,1
2021-10-12,post_graduation,140,0.07211538461538461,0,0,0,0,0
2021-10-12,post_graduation,142,0.1846153846153846,0,0,0,0,1
2021-12-10,post_graduation,241,0.08794642857142855,0,1,0,2,1
2021-12-10,post_graduation,957,-0.04007372835497835,1,0,4,3,1
2021-12-10,post_graduation,878,-0.056918891293891306,0,1,2,2,1
2021-12-11,post_graduation,3741,0.021643607644933907,3,4,6,2,1
2021-12-12,post_graduation,1904,-0.003140509725016774,2,3,5,0,4
2022-03-24,post_graduation,1416,0.04614592692422879,4,4,4,1,2
2022-03-28,post_graduation,2055,0.10717054784296164,2,6,3,1,2
2022-04-02,post_graduation,1641,0.10767995892995894,1,4,3,1,3
2022-04-21,post_graduation,2688,0.08419584289106194,1,6,7,4,6
2022-05-05,post_graduation,2494,0.13140523244871075,2,2,3,2,3
2022-05-09,post_graduation,9845,0.08762007029237201,5,4,9,5,5
2022-05-09,post_graduation,1500,0.015956118222305263,4,0,5,3,3
2022-05-13,post_graduation,577,0.12114197530864199,1,4,5,0,0
2022-05-16,post_graduation,2494,-0.0566340689665432,4,6,4,3,2
2022-05-17,post_graduation,423,0.12499419279907086,1,1,4,1,0
2022-05-27,post_graduation,430,-0.25693269908386185,0,1,4,1,0
2022-05-29,post_graduation,1198,-0.10360186688311694,2,2,4,3,0
2022-06-09,post_graduation,2112,0.02510814668423366,3,7,4,1,3
2022-06-18,post_graduation,1197,0.10500763125763123,2,3,5,1,1
2022-06-22,post_graduation,1337,0.09644466245185668,3,3,3,2,1
2022-06-25,post_graduation,862,0.04152497721576668,2,3,5,1,2
2022-06-26,post_graduation,449,0.011558828076685214,1,1,3,0,3
2022-07-24,post_graduation,3577,-0.18588893550269947,3,6,4,4,3
2022-07-24,post_graduation,2453,-0.05837930700735577,5,4,4,2,3
2022-07-27,post_graduation,98,-0.1355555555555555,0,0,2,0,0
2022-07-28,post_graduation,1824,0.25105339105339103,2,7,4,1,2
2022-07-30,post_graduation,4475,0.18670375416288232,4,8,9,4,6
2022-08-04,post_graduation,369,-0.0739114114114114,0,1,2,0,0
2022-08-04,post_graduation,7175,0.07120969547693673,7,8,9,2,3
2022-08-04,post_graduation,1918,0.12502260052260056,5,6,7,1,1
2022-08-06,post_graduation,5491,0.15958815603249377,3,5,6,2,3
2022-08-07,post_graduation,1774,-0.10598607367475295,2,5,4,2,1
2022-08-11,post_graduation,1179,-0.08558311287477956,2,1,5,1,1
2022-08-14,post_graduation,593,0.13388888888888875,2,1,2,1,1
2022-08-15,post_graduation,393,-0.08862577639751555,1,2,3,0,1
2022-08-28,post_graduation,265,0.16612318840579712,1,0,1,0,1
2022-08-28,post_graduation,1201,-0.10928010161881127,1,1,2,3,2
2022-09-01,post_graduation,5462,0.24087745788348217,3,9,6,1,3
2022-09-02,post_graduation,542,0.07523829847773511,1,1,2,0,1
2022-09-05,post_graduation,4658,0.014515363109113114,3,9,8,6,6
2022-09-06,post_graduation,1017,0.13873350545037288,0,1,3,1,1
2022-09-06,post_graduation,5157,0.13699269565123248,3,5,6,1,2
2022-09-11,post_graduation,3366,-0.061363179520157726,5,7,6,4,3
2022-09-16,post_graduation,535,0.07089285714285713,1,0,2,1,0
2022-09-20,post_graduation,972,0.015467335694608432,1,1,3,3,2
2022-09-23,post_graduation,1176,-0.007891507118311247,2,2,1,0,2
2022-09-24,post_graduation,2002,0.018827282294133107,3,0,4,2,1
2022-09-27,post_graduation,856,0.10686564897091214,0,4,3,0,0
2022-10-01,post_graduation,974,0.0919449005655902,0,4,4,2,2
2022-10-08,post_graduation,6510,0.08273164778483934,7,7,9,4,4
2022-10-09,post_graduation,947,0.015297103689960815,3,2,5,2,0
2022-10-18,post_graduation,436,-0.09103323147440796,0,1,3,1,0
2022-10-27,post_graduation,1303,0.11606667142381433,1,5,7,1,1
2022-10-28,post_graduation,1504,0.08557983427615329,4,5,3,2,0
2022-10-29,post_graduation,757,-0.11761170377241806,1,1,2,1,0
2022-11-03,post_graduation,220,0.01611111111111111,0,0,3,0,0
2022-11-04,post_graduation,5190,0.06466347914109108,4,7,8,1,5
2022-11-05,post_graduation,1655,-0.015367503431527834,1,2,4,1,2
2022-12-13,post_graduation,197,-0.36126126126126124,0,2,2,1,0
2022-12-13,post_graduation,797,-0.1974597953216374,1,5,3,2,1
2023-01-11,post_graduation,1602,-0.0705233358668473,3,4,5,4,1
2023-01-17,post_graduation,313,0.09486607142857144,1,0,2,2,1
2023-01-20,post_graduation,703,0.16383394383394384,3,3,3,1,0
2023-01-27,post_graduation,598,-0.012061755117310675,0,1,3,2,1
2023-02-01,post_graduation,720,0.17177445302445302,0,3,4,1,3
2023-02-27,post_graduation,305,-0.17178454715219418,0,0,3,0,0
2023-02-27,post_graduation,160,-0.03873015873015874,0,0,2,0,0
2023-02-28,post_graduation,1295,-0.03742460317460317,2,5,3,1,1
2023-02-28,post_graduation,302,0.08599837662337663,0,1,1,1,1
2023-03-02,post_graduation,835,-0.02653763490031096,0,3,3,2,1
2023-03-05,post_graduation,1067,-0.10300103239127625,0,1,3,3,0
2023-03-12,post_graduation,406,0.02488354037267082,2,1,2,1,0
2023-03-12,post_graduation,2162,0.07195404677022321,6,2,5,1,4
2023-03-31,post_graduation,695,0.07261904761904762,0,1,1,0,1
2023-03-31,post_graduation,164,-0.02307692307692308,1,0,0,1,1
2023-04-01,post_graduation,3805,0.11938900490111945,3,5,4,3,5
2023-04-15,post_graduation,693,0.14076576576576574,1,1,2,1,1
2023-05-03,post_graduation,2635,0.05045457431457429,2,4,5,7,2
2023-05-03,post_graduation,488,-0.0006211180124223629,0,2,3,2,1
2023-05-03,post_graduation,1968,-0.029522014928106338,4,5,8,2,0
2023-05-07,post_graduation,1338,0.011980462669439043,3,8,5,2,4
2023-05-14,post_graduation,3183,0.08959133164312451,4,2,5,1,2
2023-05-19,post_graduation,1838,0.11262093213585746,1,3,6,1,2
2023-05-21,post_graduation,824,-0.007840401785714289,0,2,1,1,0
2023-05-29,post_graduation,1045,-0.06125930571953302,4,1,4,4,1
2023-06-04,post_graduation,1638,0.016317305284247463,1,4,4,3,2
2023-06-11,post_graduation,761,-0.0340577703949797,2,0,2,2,1
2023-06-11,post_graduation,130,0.025545634920634913,0,0,0,1,0
2023-06-11,post_graduation,828,-0.017250501733260353,1,2,2,1,0
2023-06-29,post_graduation,3347,-0.08334752094633516,1,8,7,5,2
2023-07-12,post_graduation,1212,0.022776215410406586,2,3,4,2,0
2023-07-25,post_graduation,970,-0.04573836657169992,2,3,3,3,2
2023-08-04,post_graduation,543,-0.052269879243563445,5,0,2,0,0
2023-08-04,post_graduation,540,-0.012927018633540375,1,1,2,0,0
2023-08-05,post_graduation,1280,-0.05504898862199747,2,1,1,2,1
2023-08-11,post_graduation,223,-0.0980392156862745,0,1,1,0,0
2023-08-22,post_graduation,1258,0.1374025974025974,1,2,4,2,2
2023-08-23,post_graduation,582,0.06374883286647993,1,1,5,2,1
2023-09-12,post_graduation,1464,0.09827922077922077,1,2,4,1,1
2023-09-20,post_graduation,9589,0.019006060976535916,6,10,6,4,7
2023-09-24,post_graduation,319,0.1314342403628118,0,2,2,0,0
2023-09-24,post_graduation,179,0.1041596638655462,1,0,0,0,0
2023-10-06,post_graduation,2075,0.08614478114478114,1,6,6,0,3
2023-10-09,post_graduation,1046,0.045281124497991966,2,6,5,1,0
2023-10-09,post_graduation,798,0.0604591836734694,1,5,3,1,1
2023-10-11,post_graduation,470,0.0900599128540305,1,4,0,1,1
2023-10-14,post_graduation,189,-0.008928571428571432,0,1,1,1,0
2023-10-22,post_graduation,798,0.06145728905597327,2,1,2,2,2
2023-11-11,post_graduation,2114,0.036171575527403764,3,3,6,4,4
2023-11-14,post_graduation,772,0.19346518065268065,4,1,3,0,1
2023-11-16,post_graduation,673,0.21705963938973655,0,1,0,0,0
2023-11-16,post_graduation,704,0.0943556623751429,0,1,3,1,0
2023-11-19,post_graduation,1233,0.026114163614163608,2,5,5,3,2
2023-11-24,post_graduation,973,0.09301402731635287,0,4,4,2,2
2023-11-25,post_graduation,2318,0.12501694982850753,1,6,4,2,4
2023-12-02,post_graduation,2633,0.025180195702583768,2,7,5,6,3
2023-12-03,post_graduation,2395,0.04854650476729908,3,3,6,2,3
2023-12-06,post_graduation,2350,0.10374913152690932,1,6,5,1,4
2023-12-06,post_graduation,1224,0.13065812483185354,2,6,4,1,0
2023-12-08,post_graduation,414,0.22543119688953014,1,2,3,0,0
2023-12-08,post_graduation,0,0.0,0,0,0,0,0
2023-12-10,post_graduation,2005,0.015811435556658503,1,3,5,2,2
2023-12-11,post_graduation,1294,0.12308697089947086,3,3,6,3,1
2023-12-14,post_graduation,0,0.0,0,0,0,0,0
2023-12-16,post_graduation,280,0.11181526806526808,2,1,1,0,0
2023-12-17,post_graduation,6399,0.11375933065236978,5,6,4,2,1
2023-12-17,post_graduation,2908,0.1311797395725967,3,6,6,2,2
2023-12-17,post_graduation,319,-0.004946985381767987,0,1,1,0,0
2023-12-17,post_graduation,5255,0.06287000611534778,3,7,6,3,3
2023-12-18,post_graduation,708,0.05360696517412936,3,1,2,0,0
2023-12-19,post_graduation,5900,-0.0012753270181549323,5,8,8,4,2
2023-12-23,post_graduation,2836,0.008405400066741934,3,6,3,1,0
2023-12-24,post_graduation,3563,-0.08687092937092938,3,5,7,3,2
2023-12-25,post_graduation,4620,0.005914777452362869,6,5,5,5,2
2023-12-26,post_graduation,107,0.05324074074074072,0,0,1,0,0
2024-01-06,post_graduation,0,0.0,0,0,0,0,0
2024-01-06,post_graduation,2535,0.017774170274170286,6,4,5,3,2
2024-01-08,post_graduation,2985,-0.02895745400432902,6,4,6,5,1
2024-01-08,post_graduation,917,0.07627154135774826,2,4,4,1,0
2024-01-21,post_graduation,1735,-0.048901171579743,3,1,5,1,2
2024-01-25,post_graduation,3538,0.08223072946953544,3,8,7,2,2
2024-02-01,post_graduation,4205,0.04841040978137752,5,8,7,4,2
2024-02-10,post_graduation,6802,0.01942181355540136,7,5,7,6,3
2024-02-12,post_graduation,1761,0.04829357563732562,4,3,4,2,1
2024-02-13,post_graduation,229,0.149537037037037,0,0,3,1,1
2024-02-13,post_graduation,1348,-0.1190598248868925,2,1,5,5,1
2024-02-15,post_graduation,1559,-0.004402013330584773,3,6,5,1,1
2024-02-15,post_graduation,354,0.1384920634920635,0,0,3,0,0
2024-02-18,post_graduation,1033,-0.10729260257562145,1,2,3,3,0
2024-02-20,post_graduation,1067,-9.890109890110179e-05,2,2,4,2,1
2024-02-20,post_graduation,369,-0.1301356589147287,0,0,3,2,0
2024-02-23,post_graduation,154,-0.07155612244897958,1,0,0,1,0
2024-02-24,post_graduation,1119,-0.0740433673469388,1,3,4,3,1
2024-02-25,post_graduation,2086,0.1705431508520382,4,1,5,4,2
2024-02-27,post_graduation,565,0.051612103174603186,1,0,3,2,0
2024-03-01,post_graduation,1992,0.03939456137732002,2,0,4,3,1
2024-03-02,post_graduation,527,-0.06821397201831986,1,3,2,3,1
2024-03-02,post_graduation,463,-0.02352460039960041,2,1,2,1,0
2024-03-02,post_graduation,182,-0.007285714285714287,1,1,1,0,1
2024-03-02,post_graduation,288,0.04961240310077519,3,0,2,1,2
2024-03-02,post_graduation,811,-0.02464938030006525,1,1,3,2,0
2024-03-04,post_graduation,169,-0.19946581196581195,0,1,1,0,0
2024-03-05,post_graduation,813,-0.25030513468013466,2,1,3,2,0
2024-03-05,post_graduation,1241,-0.1650148391127772,1,1,6,3,1
2024-03-07,post_graduation,1914,0.012703878186111685,6,1,5,2,0
2024-03-08,post_graduation,661,-0.026274801587301597,4,1,2,0,1
2024-03-09,post_graduation,322,0.15251322751322752,0,0,3,0,0
2024-03-10,post_graduation,1957,0.012275613275613294,3,3,3,2,1
2024-03-16,post_graduation,844,0.09302298033641312,0,4,3,1,0
2024-03-17,post_graduation,894,0.14453571428571438,0,2,2,1,0
2024-03-24,post_graduation,1279,0.007027719847062898,2,4,2,2,0
2024-03-27,post_graduation,1938,0.0953081450512957,3,4,5,0,2
2024-03-28,post_graduation,200,0.07006802721088434,1,1,1,0,1
2024-03-29,post_graduation,987,-0.10196569734613214,1,1,6,1,0
2024-03-30,post_graduation,313,0.06961068211068211,0,2,3,0,0
2024-04-07,post_graduation,6523,0.06062623738038101,7,4,8,5,4
2024-04-07,post_graduation,947,0.09687442187442184,1,4,5,2,3
2024-04-07,post_graduation,6522,0.05802654187376406,7,4,8,5,4
2024-04-11,post_graduation,2917,-0.059015535292131,0,1,5,1,0
2024-04-11,post_graduation,1715,-0.09786363182589596,3,1,5,1,0
2024-04-14,post_graduation,384,0.10131195335276968,1,2,3,1,0
2024-04-14,post_graduation,1514,-0.006167608286252358,3,3,6,1,1
2024-04-14,post_graduation,1537,-0.008582476551226566,2,1,5,2,4
2024-04-21,post_graduation,1254,0.045765803902596325,2,2,4,2,2
2024-04-21,post_graduation,8311,0.01988520798585734,7,3,7,3,4
2024-05-03,post_graduation,1330,0.14840167548500874,2,1,2,1,0
2024-05-03,post_graduation,8032,0.06037227548809015,4,7,7,1,5
2024-05-07,post_graduation,540,0.19666988416988418,0,0,0,0,0
2024-05-07,post_graduation,2047,-0.021353638973319832,3,1,5,2,0
2024-05-12,post_graduation,43,0.19999999999999998,0,0,0,0,0
2024-05-12,post_graduation,18,-0.04999999999999999,0,0,0,0,0
2024-05-12,post_graduation,164,0.1486842105263158,1,2,1,0,1
2024-05-12,post_graduation,1388,0.07549180420274171,1,3,3,1,0
2024-05-24,post_graduation,34,-0.07142857142857144,0,0,0,0,0
2024-05-24,post_graduation,0,0.0,0,0,0,0,0
2024-05-26,post_graduation,254,-0.01654411764705882,0,0,1,0,0
2024-05-26,post_graduation,297,-0.04116462241462243,0,1,0,0,0
2024-06-13,post_graduation,1370,0.1257321988356471,0,4,5,1,3
2024-06-15,post_graduation,4174,0.14444977511987833,2,8,8,2,5
2024-06-16,post_graduation,1323,0.036131203536266816,0,5,5,1,1
2024-06-16,post_graduation,1371,0.12709956709956707,0,4,5,1,3
2024-06-20,post_graduation,3720,0.08832378576354483,3,5,7,2,3
2024-06-24,post_graduation,6398,0.03188673845106596,6,7,7,2,4
2024-06-26,post_graduation,4809,0.07585550131004674,4,7,7,3,2
2024-07-01,post_graduation,398,0.0725913621262458,1,0,2,0,2
2024-07-02,post_graduation,876,0.02024442755825734,2,3,5,1,2
2024-07-02,post_graduation,180,0.1058248299319728,1,1,2,0,0
2024-07-02,post_graduation,711,0.010649509803921563,2,2,3,1,1
2024-07-08,post_graduation,355,-0.020341614906832294,0,1,3,1,0
2024-07-08,post_graduation,100,-0.32626262626262625,0,0,2,1,0
2024-07-28,post_graduation,562,-0.02961956521739131,1,3,1,1,1
2024-08-04,post_graduation,217,0.0004836309523809472,0,1,2,0,1
2024-08-11,post_graduation,345,-0.08711734693877551,0,0,1,0,0
2024-08-17,post_graduation,2225,-0.018681700244200253,2,4,4,2,3
2024-08-18,post_graduation,2106,-0.1232348395774321,1,3,6,3,2
2024-08-25,post_graduation,2498,0.02706614264712854,4,4,4,1,2
2024-08-31,post_graduation,162,0.061967418546365914,1,0,1,1,0
2024-08-31,post_graduation,1168,0.06274120383162936,2,2,4,3,0
2024-09-01,post_graduation,158,-0.02522321428571428,0,0,1,0,0
2024-09-01,post_graduation,934,-0.10548286971554299,1,3,3,1,2
2024-09-05,post_graduation,1126,0.04268678852012186,1,2,4,1,0
2024-09-06,post_graduation,453,0.0676984126984127,0,2,2,0,2
2024-09-08,post_graduation,493,0.1524295432458698,0,2,3,0,0
2024-09-08,post_graduation,1031,0.11772259769708755,1,2,3,1,0
2024-09-08,post_graduation,1658,0.12613134238134233,2,3,4,1,1
2024-09-10,post_graduation,134,0.012926136363636357,0,0,2,0,0
2024-09-13,post_graduation,823,0.04442937512557766,1,2,3,0,1
2024-09-13,post_graduation,1911,0.04568764568764572,1,3,6,1,0
2024-09-13,post_graduation,3648,0.02825899659000219,3,5,5,1,2
2024-09-14,post_graduation,138,-0.2157407407407407,0,1,1,1,0
2024-09-21,post_graduation,1568,0.05709175084175084,3,1,5,2,2
2024-09-22,post_graduation,1099,-0.04687791783380018,0,4,7,1,0
2024-09-22,post_graduation,172,0.1080357142857143,2,1,1,1,0
2024-09-26,post_graduation,1683,0.03619611144120945,1,3,5,2,2
2024-09-26,post_graduation,1318,0.034917091836734686,1,5,3,1,1
2024-09-27,post_graduation,602,0.10446428571428568,1,1,2,0,0
2024-09-28,post_graduation,254,-0.0901002506265664,0,1,1,1,0
2024-10-03,post_graduation,159,-0.06593650793650793,3,2,1,1,0
2024-10-04,post_graduation,586,0.1505123782467532,1,0,3,0,1
2024-10-08,post_graduation,2033,-0.12377349223734765,1,8,5,2,3
2024-10-09,post_graduation,3555,-0.012628717098653815,3,7,6,4,6
2024-10-14,post_graduation,2327,0.14411345017872118,4,7,4,2,2
2024-10-22,post_graduation,3257,0.09652572800682047,7,6,8,2,2
2024-10-25,post_graduation,705,-0.0897943722943723,1,2,3,1,1
2024-10-25,post_graduation,1804,0.15430258717660295,0,4,3,0,2
2024-10-26,post_graduation,5376,0.11600793372081585,2,7,6,2,6
2024-10-30,post_graduation,209,-0.19217509920634915,0,1,1,0,0
2024-11-02,post_graduation,415,-0.03254960317460318,1,4,1,0,3
2024-11-02,post_graduation,168,-0.324891774891775,1,0,1,2,0
2024-11-02,post_graduation,1717,-0.03636638784943868,1,3,6,1,3
2024-11-04,post_graduation,3107,0.10768461399711399,2,8,5,4,6
2024-11-05,post_graduation,842,0.009756293089626417,1,2,4,5,1
2024-11-06,post_graduation,1754,0.11116041366041367,1,6,6,2,1
2024-11-10,post_graduation,401,-0.0413978494623656,0,3,1,0,1
2024-11-13,post_graduation,648,-0.058440170940170934,0,3,3,4,1
2024-11-15,post_graduation,1045,0.0860767958328934,2,7,4,1,0
2024-11-15,post_graduation,512,0.007638888888888885,1,2,2,1,2
2024-11-15,post_graduation,906,0.00867180205415499,2,5,5,0,1
2024-11-18,post_graduation,4409,0.10114569918333365,4,9,7,6,3
2024-11-21,post_graduation,19640,0.06689310471077876,12,5,9,8,6
2024-11-21,post_graduation,2253,0.13354564755838644,4,5,4,1,1
2024-11-25,post_graduation,5293,0.06891244540392275,3,6,8,3,4
2024-11-30,post_graduation,854,0.02157805476770993,1,3,3,1,1
2024-11-30,post_graduation,513,0.0863209706959707,0,2,2,0,1
2024-11-30,post_graduation,78,-0.09722222222222222,1,0,1,1,0
2024-11-30,post_graduation,61,-0.0703125,0,0,2,1,0
2024-12-01,post_graduation,214,0.20290598290598288,1,0,1,0,0
2024-12-01,post_graduation,267,0.026388888888888917,1,0,2,1,0
2024-12-03,post_graduation,193,0.20905998763141623,0,1,2,0,0
2024-12-03,post_graduation,404,-0.028831845238095226,2,0,0,2,0
2024-12-03,post_graduation,652,0.25953483245149916,2,1,4,0,0
2024-12-04,post_graduation,187,0.10010989010989009,1,1,1,0,0
2024-12-06,post_graduation,783,-0.09006769374416433,2,2,2,1,1
2024-12-06,post_graduation,168,0.04755291005291004,1,0,0,0,0
2024-12-11,post_graduation,2265,-0.20712735737086396,4,6,6,5,1
2024-12-12,post_graduation,109,0.17592592592592593,2,0,0,0,1
2024-12-17,post_graduation,866,-0.0033857089412645015,1,1,2,1,0
2024-12-17,post_graduation,488,0.19380699088145892,0,0,3,1,1
2024-12-17,post_graduation,126,0.04821428571428571,0,0,0,0,0
2024-12-17,post_graduation,467,0.011483268983268971,1,1,2,0,1
2024-12-17,post_graduation,2589,0.046016262498563436,7,2,5,4,1
2024-12-27,post_graduation,2440,0.10155833886148856,4,3,4,2,1
2024-12-27,post_graduation,2712,-0.025564474414474403,4,1,5,4,3
2024-12-28,post_graduation,5767,-0.06734802513121084,7,3,8,7,1
2024-12-28,post_graduation,2273,0.05288932297860867,3,2,8,2,0
2024-12-28,post_graduation,8507,0.0031230237344038662,8,3,8,6,4
2024-12-29,post_graduation,96,-0.3904761904761905,0,1,3,0,0
2024-12-29,post_graduation,927,0.049345238095238074,2,0,3,0,0
2024-12-29,post_graduation,694,0.022323564593301436,1,2,1,2,0
2024-12-29,post_graduation,2097,0.009924790160392246,5,3,4,3,2
2024-12-31,post_graduation,131,-0.09595238095238096,0,0,1,0,0
2025-01-01,post_graduation,1765,0.08371327869990972,2,4,5,1,1
2025-01-04,post_graduation,1452,0.1614153504153505,0,4,3,1,0
2025-01-04,post_graduation,1166,0.2114738973897389,1,4,2,1,1
2025-01-04,post_graduation,21,-0.6,0,0,0,0,0
2025-01-04,post_graduation,1034,0.1103601567209162,2,1,4,0,2
2025-01-04,post_graduation,3193,0.16737380857446668,3,5,5,1,2
2025-01-05,post_graduation,450,0.15287212787212784,1,1,4,0,0
2025-01-06,post_graduation,536,-0.027890297533154685,3,2,3,1,1
2025-01-06,post_graduation,581,0.059948320413436715,3,2,1,2,0
2025-01-06,post_graduation,4710,0.06736140549196926,5,1,7,3,4
2025-01-06,post_graduation,97,0.08181818181818185,1,0,2,0,0
2025-01-06,post_graduation,0,0.0,0,0,0,0,0
2025-01-07,post_graduation,3470,0.1362122919815228,2,3,6,3,4
2025-01-07,post_graduation,141,0.2133267195767196,1,0,2,0,0
2025-01-08,post_graduation,393,-0.022661290322580657,1,0,3,1,1
2025-01-09,post_graduation,1763,0.15233759066540514,4,6,6,2,1
2025-01-12,post_graduation,670,-0.01727456940222898,2,2,3,3,0
2025-01-12,post_graduation,966,-0.007227733686067013,0,2,5,1,0
2025-01-12,post_graduation,700,-0.07527722663139329,0,2,6,1,0
2025-01-14,post_graduation,504,0.05704022988505747,0,3,2,0,1
2025-01-18,post_graduation,6418,-0.04298460299497639,7,7,6,7,2
2025-01-18,post_graduation,679,0.20203045060999605,1,0,3,1,1
2025-01-19,post_graduation,66,0.3229166666666667,0,0,0,0,0
2025-01-19,post_graduation,4992,-0.09824829931972799,2,4,6,4,2
2025-01-22,post_graduation,304,0.048214285714285716,0,1,2,0,0
2025-01-23,post_graduation,835,-0.02994891443167306,4,1,4,2,0
2025-01-23,post_graduation,1521,-0.02252292768959435,3,1,4,2,2
2025-01-25,post_graduation,755,-0.08429946789321786,1,2,4,3,1
2025-01-25,post_graduation,97,0.1380952380952381,0,0,0,0,0
2025-01-26,post_graduation,698,-0.11151244588744594,2,0,3,1,2
2025-01-26,post_graduation,1703,-0.062321428571428576,2,3,6,5,2
2025-01-28,post_graduation,1574,0.034499376885740514,1,4,7,1,1
2025-01-29,post_graduation,209,-0.0954022988505747,2,0,2,1,1
2025-01-30,post_graduation,1826,0.07617105117105119,1,5,7,1,0
2025-02-01,post_graduation,4791,0.06290448075659336,4,5,7,4,3
2025-02-01,post_graduation,1838,-0.018605859952013807,3,1,4,3,0
2025-02-01,post_graduation,3649,0.1537722876082251,5,4,8,3,5
2025-02-04,post_graduation,1844,-0.07428615276681576,5,1,2,2,1
2025-02-05,post_graduation,863,0.10819752912144213,2,2,2,2,0
2025-02-05,post_graduation,1248,0.0024979568121161,1,1,4,1,0
2025-02-05,post_graduation,1342,0.006042568542568552,3,1,4,1,0
2025-02-05,post_graduation,395,0.04875992063492064,2,0,2,1,1
2025-02-08,post_graduation,610,0.005349412492269635,0,1,2,1,0
2025-02-08,post_graduation,471,-0.0015237864971907576,2,0,0,0,1
2025-02-08,post_graduation,3272,-0.05275566727179628,3,3,5,1,1
2025-02-10,post_graduation,247,-0.09784722222222222,0,0,2,0,1
2025-02-10,post_graduation,2057,0.006893982340410899,1,4,7,1,1
2025-02-10,post_graduation,298,0.0845796130952381,2,0,3,0,0
2025-02-10,post_graduation,156,0.14285714285714282,0,0,1,0,0
2025-02-15,post_graduation,612,-0.07457636207636206,2,0,1,0,0
2025-02-16,post_graduation,560,-0.048894557823129244,1,2,1,1,0
2025-02-16,post_graduation,1222,0.0025526556776556755,1,2,3,2,0
2025-02-16,post_graduation,411,0.047128237259816214,1,0,2,1,1
2025-03-08,post_graduation,310,0.03646978021978021,1,0,1,0,0
2025-04-28,post_graduation,4879,0.11176556716230632,4,4,5,4,4
2025-05-04,post_graduation,4410,0.09503045645287019,7,4,8,4,5
2025-05-04,post_graduation,2650,0.08266199557147835,2,5,6,3,2
